TRX_ID,MEMBER_NO,TRANSACTION_DATE,AUTHORIZATION_DATE,MERCHANT_NO,MERCHANT_NAME,CITY_NAME,NATIONAL_CODE,MCC,POS_MODE,PRODUCT_NAME,SETTLEMENT_AMOUNT,SALES_AMOUNT,TRX_TYPE
T00011157,C001375,2024-01-02 08:15:51,2024-01-02 08:16:41,M88561,Pharmacy 821,MADRID,ES,5912,0008 - Not used,1308192001: Balance Inquiry Transaction(Domestic),1273.0,1281.3,POS
T00011158,C001574,2024-01-02 08:16:12,2024-01-02 08:17:37,M64339,Gambling 549,SEMEY,KZ,7995,0002 - Mail/Phone order,1308222001: Refund Transaction(International),166753.91,167309.85,POS
T00011159,C001956,2024-01-02 08:16:24,2024-01-02 08:17:20,M55886,Online Shop 991,SEMEY,KZ,5966,0800 - Contactless - Magstripe,1308162001: Prepaid Purchase Transaction(International),109781.17,110876.31,ATM
T00011160,C001264,2024-01-02 08:17:07,2024-01-02 08:17:47,M88043,P2P Transfer 882,BATUMI,GE,6012,0005 - Preauthorized,1308162001: Prepaid Purchase Transaction(International),348079.53,341645.62,POS
T00011161,C001822,2024-01-02 08:17:09,2024-01-02 08:18:48,M77987,Digital Service 919,GOTHENBURG,SE,4816,0510 - Contactless - Magstripe,1308212001: Refund Transaction(Domestic),3440.28,3395.47,POS
T00011162,C000937,2024-01-02 08:17:15,2024-01-02 08:18:09,M81734,Wallet Transfer 120,TARAZ,KZ,6536,0003 - Recurring,1308152001: Prepaid Purchase Transaction(Domestic),198904.04,195550.67,POS
T00011163,C000340,2024-01-02 08:17:20,2024-01-02 08:17:26,M59449,Dating Service 726,ABU DHABI,AE,7273,0800 - Contactless - Magstripe,1308132001: Credit Purchase Transaction(Domestic),49380.47,49164.94,POS
T00011164,C001567,2024-01-02 08:17:34,2024-01-02 08:17:52,M56608,Supermarket 55,SEMEY,KZ,5411,1000 - Credential on file,1308252001: Bill Payment Transaction(Domestic),3220.85,3213.93,ATM
T00011165,C001670,2024-01-02 08:17:57,2024-01-02 08:18:06,M79701,Supermarket 384,ATYRAU,KZ,5411,0510 - Contactless - Magstripe,1308182001: Cash Withdrawal Transaction(International),9514.12,9316.44,POS
T00011166,C001601,2024-01-02 08:18:06,2024-01-02 08:18:24,M71287,Prepaid Load 690,BANGALORE,IN,6540,ECOMMERCE,1308272001: Other Transaction(Domestic),71165.05,71405.48,POS
T00011167,C000247,2024-01-02 08:18:08,2024-01-02 08:19:33,M17726,Lottery 960,MANCHESTER,GB,7800,0005 - Preauthorized,1308202001: Balance Inquiry Transaction(International),39215.32,40276.66,ATM
T00011168,C001106,2024-01-02 08:18:13,2024-01-02 08:19:20,M88925,Digital Service 575,MELBOURNE,AU,4816,0005 - Preauthorized,1308262001: Bill Payment Transaction(International),97.51,99.27,POS
T00011169,C001220,2024-01-02 08:18:50,2024-01-02 08:20:40,M44183,Digital Service 87,TARAZ,KZ,4816,0002 - Mail/Phone order,1308162001: Prepaid Purchase Transaction(International),3705.14,3735.13,POS
T00011170,C000851,2024-01-02 08:18:52,2024-01-02 08:19:38,M57420,Wallet Transfer 220,TARAZ,KZ,6536,0120 - Keyin,1308252001: Bill Payment Transaction(Domestic),70766.75,69732.86,POS
T00011171,C000854,2024-01-02 08:19:00,2024-01-02 08:19:13,M66293,Pharmacy 24,KOSTANAY,KZ,5912,0002 - Mail/Phone order,1308192001: Balance Inquiry Transaction(Domestic),1772.59,1799.3,POS
T00011172,C000052,2024-01-02 08:19:48,2024-01-02 08:21:47,M85708,Lottery 760,PAVLODAR,KZ,7800,0000 - Unknown,1308112001: Debit Purchase Transaction(Domestic),104223.79,102068.08,POS
T00011173,C001440,2024-01-02 08:20:00,2024-01-02 08:20:11,M84562,Currency Exchange 200,KOSTANAY,KZ,6051,0120 - Keyin,1308122001: Debit Purchase Transaction(International),104598.13,104664.65,POS
T00011174,C000883,2024-01-02 08:20:18,2024-01-02 08:22:14,M54941,Online store 976,ALMATY,KZ,5999,0730 - Contactless - VSDC chip,1308142001: Credit Purchase Transaction(International),11999.93,12279.17,ATM
T00011175,C000964,2024-01-02 08:20:33,2024-01-02 08:21:08,M92821,Digital Service 914,KARAGANDA,KZ,4816,0005 - Preauthorized,1308122001: Debit Purchase Transaction(International),8151.02,8292.67,POS
T00011176,C000218,2024-01-02 08:21:07,2024-01-02 08:22:19,M70497,Supermarket 500,AKTAU,KZ,5411,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),5147.26,5148.54,WWW
T00011177,C000210,2024-01-02 08:21:17,2024-01-02 08:23:07,M97463,Dating Service 75,MANCHESTER,GB,7273,0007 - Other,1308142001: Credit Purchase Transaction(International),12828.31,12838.09,POS
T00011178,C000523,2024-01-02 08:21:20,2024-01-02 08:22:01,M43699,Securities 704,TALDYKORGAN,KZ,6211,0007 - Other,1308272001: Other Transaction(Domestic),443653.3,443955.71,POS
T00011179,C000635,2024-01-02 08:21:23,2024-01-02 08:23:18,M68466,Wallet Transfer 626,TARAZ,KZ,6538,0002 - Mail/Phone order,1308152001: Prepaid Purchase Transaction(Domestic),301773.45,296661.41,WWW
T00011180,C000924,2024-01-02 08:21:27,2024-01-02 08:22:30,M31843,Prepaid Load 174,TALDYKORGAN,KZ,6540,0002 - Mail/Phone order,1308192001: Balance Inquiry Transaction(Domestic),85795.24,84771.74,POS
T00011181,C000347,2024-01-02 08:21:27,2024-01-02 08:23:03,M10006,Racing 544,TALDYKORGAN,KZ,7802,0006 - Cash,1308252001: Bill Payment Transaction(Domestic),32809.9,32422.31,ATM
T00011182,C000485,2024-01-02 08:21:33,2024-01-02 08:22:38,M27861,Subscription 330,ALMATY,KZ,4816,0007 - Other,1308132001: Credit Purchase Transaction(Domestic),166.06,166.06,POS
T00011183,C001112,2024-01-02 08:21:57,2024-01-02 08:22:42,M31921,Online store 189,PHUKET,TH,5999,0007 - Other,1308162001: Prepaid Purchase Transaction(International),5044.46,4935.34,POS
T00011184,C000398,2024-01-02 08:22:02,2024-01-02 08:22:46,M45978,Gambling 691,AKTAU,KZ,7995,0730 - Contactless - VSDC chip,1308162001: Prepaid Purchase Transaction(International),149678.46,152694.14,POS
T00011185,C001137,2024-01-02 08:22:22,2024-01-02 08:24:05,M46223,Transport 990,ATYRAU,KZ,4111,0001 - E-commerce,1308112001: Debit Purchase Transaction(Domestic),777.98,772.9,POS
T00011186,C000534,2024-01-02 08:22:41,2024-01-02 08:23:08,M21549,P2P Transfer 885,TALDYKORGAN,KZ,6012,0510 - Contactless - Magstripe,1308272001: Other Transaction(Domestic),393587.98,404852.86,ATM
T00011187,C000195,2024-01-02 08:22:57,2024-01-02 08:24:46,M76333,Currency Exchange 337,SHYMKENT,KZ,6051,1000 - Credential on file,1308192001: Balance Inquiry Transaction(Domestic),281830.51,283332.74,POS
T00011188,C001319,2024-01-02 08:23:05,2024-01-02 08:23:17,M35732,Digital Service 332,PAVLODAR,KZ,4816,1000 - Credential on file,1308202001: Balance Inquiry Transaction(International),989.15,983.1,POS
T00011189,C000543,2024-01-02 08:23:16,2024-01-02 08:24:05,M11221,Supermarket 574,MUMBAI,IN,5411,0002 - Mail/Phone order,1308142001: Credit Purchase Transaction(International),1874.94,1881.54,ATM
T00011190,C001625,2024-01-02 08:23:27,2024-01-02 08:23:47,M44093,Securities 577,KARAGANDA,KZ,6211,0002 - Mail/Phone order,1308132001: Credit Purchase Transaction(Domestic),573588.66,582349.78,POS
T00011191,C000124,2024-01-02 08:23:34,2024-01-02 08:24:38,M85493,Subscription 177,KARAGANDA,KZ,5968,0005 - Preauthorized,1308162001: Prepaid Purchase Transaction(International),54121.75,53788.9,POS
T00011192,C001622,2024-01-02 08:23:38,2024-01-02 08:25:21,M30660,Wallet Transfer 191,ANTALYA,TR,6537,0720 - Contactless - VSDC magstripe,1308142001: Credit Purchase Transaction(International),124782.05,126037.04,ATM
T00011193,C001714,2024-01-02 08:23:53,2024-01-02 08:24:06,M67254,Pharmacy 74,BARCELONA,ES,5912,0006 - Cash,1308252001: Bill Payment Transaction(Domestic),5927.41,6062.96,POS
T00011194,C001538,2024-01-02 08:24:01,2024-01-02 08:25:23,M91559,Wallet Transfer 400,SEOUL,KR,6536,0003 - Recurring,1308122001: Debit Purchase Transaction(International),236340.67,237771.91,POS
T00011195,C001323,2024-01-02 08:24:09,2024-01-02 08:24:22,M86189,Prepaid Load 379,SEMEY,KZ,6540,0008 - Not used,1308222001: Refund Transaction(International),107675.03,106276.52,POS
T00011196,C001271,2024-01-02 08:24:24,2024-01-02 08:24:42,M13309,Supermarket 106,TALDYKORGAN,KZ,5411,0008 - Not used,1308122001: Debit Purchase Transaction(International),4597.46,4531.65,POS
T00011197,C000998,2024-01-02 08:24:28,2024-01-02 08:24:30,M87355,P2P Transfer 784,SHYMKENT,KZ,6012,0710 - Contactless - VSDC chip,1308152001: Prepaid Purchase Transaction(Domestic),238526.89,241063.0,POS
T00011198,C000936,2024-01-02 08:24:30,2024-01-02 08:26:15,M75310,Securities 664,SEMEY,KZ,6211,0004 - Installment,1308282001: Other Transaction(International),711944.73,709269.17,ATM
T00011199,C000709,2024-01-02 08:24:34,2024-01-02 08:26:30,M78663,Casino 110,TALDYKORGAN,KZ,7801,0007 - Other,1308192001: Balance Inquiry Transaction(Domestic),39260.31,38772.7,POS
T00011200,C001887,2024-01-02 08:24:48,2024-01-02 08:26:04,M43235,Securities 60,PAVLODAR,KZ,6211,0000 - Unknown,1308122001: Debit Purchase Transaction(International),871017.85,893564.67,POS
T00011201,C000195,2024-01-02 08:24:55,2024-01-02 08:26:52,M29603,Dating Service 948,PAVLODAR,KZ,7273,0006 - Cash,1308192001: Balance Inquiry Transaction(Domestic),38533.41,38103.09,POS
T00011202,C001958,2024-01-02 08:24:55,2024-01-02 08:25:18,M16452,Hotel 56,PAVLODAR,KZ,7011,0710 - Contactless - VSDC chip,1308272001: Other Transaction(Domestic),24113.87,24007.85,ATM
T00011203,C000620,2024-01-02 08:24:58,2024-01-02 08:26:26,M68825,Cafe and restaraunts 341,ATYRAU,KZ,5812,0800 - Contactless - Magstripe,1308192001: Balance Inquiry Transaction(Domestic),5127.25,5055.99,ATM
T00011204,C000180,2024-01-02 08:24:58,2024-01-02 08:26:52,M70102,Cafe and restaraunts 133,KOSTANAY,KZ,5812,0510 - Contactless - Magstripe,1308232001: Transfer Transaction(Domestic),1795.61,1778.52,POS
T00011205,C000130,2024-01-02 08:25:00,2024-01-02 08:25:37,M36580,Cafe and restaraunts 754,KARAGANDA,KZ,5812,0110 - Swipe,1308272001: Other Transaction(Domestic),1494.32,1469.88,WWW
T00011206,C001154,2024-01-02 08:25:01,2024-01-02 08:26:02,M76705,Elecrtronics 274,CAIRO,EG,5065,0007 - Other,1308152001: Prepaid Purchase Transaction(Domestic),18644.75,18894.35,POS
T00011207,C000309,2024-01-02 08:25:17,2024-01-02 08:26:31,M87091,Cafe and restaraunts 934,KARAGANDA,KZ,5812,1000 - Credential on file,1308212001: Refund Transaction(Domestic),4186.4,4272.67,POS
T00011208,C001457,2024-01-02 08:25:22,2024-01-02 08:26:19,M94296,Money Transfer 764,AKTAU,KZ,4829,1000 - Credential on file,1308222001: Refund Transaction(International),360942.47,363528.38,POS
T00011209,C001928,2024-01-02 08:25:55,2024-01-02 08:27:51,M56087,Money Transfer 929,KARAGANDA,KZ,4829,0510 - Contactless - Magstripe,1308132001: Credit Purchase Transaction(Domestic),231734.0,231463.04,POS
T00011210,C001086,2024-01-02 08:26:03,2024-01-02 08:27:11,M22402,Money Transfer 417,SHYMKENT,KZ,4829,0007 - Other,1308192001: Balance Inquiry Transaction(Domestic),223234.98,225146.12,ATM
T00011211,C001542,2024-01-02 08:26:05,2024-01-02 08:27:42,M61342,Hotel 237,ALMATY,KZ,7011,0003 - Recurring,1308182001: Cash Withdrawal Transaction(International),41346.2,41032.94,POS
T00011212,C000528,2024-01-02 08:26:10,2024-01-02 08:27:43,M33651,Online store 666,SYDNEY,AU,5999,0005 - Preauthorized,1308212001: Refund Transaction(Domestic),11152.54,11425.74,POS
T00011213,C001748,2024-01-02 08:26:16,2024-01-02 08:28:03,M78808,Hotel 294,AKTAU,KZ,7011,0000 - Unknown,1308222001: Refund Transaction(International),27490.78,27394.06,POS
T00011214,C001827,2024-01-02 08:26:20,2024-01-02 08:27:16,M32432,Wallet Transfer 404,TARAZ,KZ,6536,0720 - Contactless - VSDC magstripe,1308232001: Transfer Transaction(Domestic),164014.88,162487.7,POS
T00011215,C000680,2024-01-02 08:26:26,2024-01-02 08:27:36,M69768,Online Shop 198,CAIRO,EG,5966,0120 - Keyin,1308142001: Credit Purchase Transaction(International),59104.24,60249.2,POS
T00011216,C000904,2024-01-02 08:26:51,2024-01-02 08:28:00,M58072,Currency Exchange 354,KARAGANDA,KZ,6051,0006 - Cash,1308232001: Transfer Transaction(Domestic),223175.6,222547.4,POS
T00011217,C001635,2024-01-02 08:26:51,2024-01-02 08:28:03,M65541,Online store 865,STOCKHOLM,SE,5999,0007 - Other,1308262001: Bill Payment Transaction(International),12298.36,12362.92,POS
T00011218,C000627,2024-01-02 08:27:42,2024-01-02 08:28:23,M48002,Gambling 911,KOSTANAY,KZ,7995,0730 - Contactless - VSDC chip,1308212001: Refund Transaction(Domestic),49908.95,49915.47,POS
T00011219,C000715,2024-01-02 08:27:50,2024-01-02 08:28:17,M19927,Cafe and restaraunts 91,MILAN,IT,5812,0005 - Preauthorized,1308182001: Cash Withdrawal Transaction(International),2679.85,2637.82,POS
T00011220,C001001,2024-01-02 08:27:52,2024-01-02 08:29:09,M10727,ATM Withdrawal,PAVLODAR,KZ,6011,0110 - Swipe,1308222001: Refund Transaction(International),44442.43,45513.96,POS
T00011221,C001371,2024-01-02 08:28:05,2024-01-02 08:29:57,M81305,Online Shop 731,SYDNEY,AU,5966,0008 - Not used,1308202001: Balance Inquiry Transaction(International),123622.22,125502.96,POS
T00011222,C001375,2024-01-02 08:28:10,2024-01-02 08:29:26,M83973,Adult Content 728,TARAZ,KZ,5967,0800 - Contactless - Magstripe,1308192001: Balance Inquiry Transaction(Domestic),33313.1,34218.35,POS
T00011223,C000561,2024-01-02 08:28:12,2024-01-02 08:29:48,M96363,Transport 694,PAVLODAR,KZ,4111,0110 - Swipe,1308142001: Credit Purchase Transaction(International),1346.34,1368.43,POS
T00011224,C000445,2024-01-02 08:28:18,2024-01-02 08:28:47,M42980,Money Transfer 471,BEIJING,CN,4829,0005 - Preauthorized,1308282001: Other Transaction(International),312404.71,310532.74,POS
T00011225,C000945,2024-01-02 08:28:25,2024-01-02 08:28:28,M42549,Securities 290,PAVLODAR,KZ,6211,0120 - Keyin,1308262001: Bill Payment Transaction(International),670287.95,666873.21,POS
T00011226,C000915,2024-01-02 08:28:57,2024-01-02 08:29:51,M38336,Wallet Transfer 942,ALMATY,KZ,6538,0006 - Cash,1308172001: Cash Withdrawal Transaction(Domestic),69305.83,68937.49,ATM
T00011227,C001143,2024-01-02 08:29:23,2024-01-02 08:30:06,M32403,Lottery 707,PAVLODAR,KZ,7800,0007 - Other,1308182001: Cash Withdrawal Transaction(International),8836.37,9010.09,POS
T00011228,C001147,2024-01-02 08:29:26,2024-01-02 08:30:36,M14098,Supermarket 933,TALDYKORGAN,KZ,5411,1000 - Credential on file,1308262001: Bill Payment Transaction(International),2440.0,2491.39,POS
T00011229,C001640,2024-01-02 08:29:38,2024-01-02 08:31:18,M70182,Money Transfer 86,ATYRAU,KZ,4829,0006 - Cash,1308282001: Other Transaction(International),111280.3,111531.14,POS
T00011230,C000235,2024-01-02 08:29:41,2024-01-02 08:31:16,M49218,Supermarket 150,ZURICH,CH,5411,0001 - E-commerce,1308272001: Other Transaction(Domestic),5133.4,5036.75,POS
T00011231,C000078,2024-01-02 08:29:42,2024-01-02 08:30:37,M13990,P2P Transfer 636,ALMATY,KZ,6012,0006 - Cash,1308252001: Bill Payment Transaction(Domestic),344348.37,346383.06,POS
T00011232,C000263,2024-01-02 08:29:46,2024-01-02 08:30:16,M86456,Lottery 79,SHYMKENT,KZ,7800,0000 - Unknown,1308132001: Credit Purchase Transaction(Domestic),45231.75,44443.02,POS
T00011233,C001410,2024-01-02 08:29:57,2024-01-02 08:31:47,M55323,Digital Service 634,TALDYKORGAN,KZ,4816,0001 - E-commerce,1308142001: Credit Purchase Transaction(International),2367.95,2395.58,ATM
T00011234,C001968,2024-01-02 08:30:00,2024-01-02 08:31:50,M41326,Cafe and restaraunts 766,SEMEY,KZ,5812,0730 - Contactless - VSDC chip,1308192001: Balance Inquiry Transaction(Domestic),1243.06,1238.42,ATM
T00011235,C000056,2024-01-02 08:30:01,2024-01-02 08:31:58,M90648,Cafe and restaraunts 954,TALDYKORGAN,KZ,5812,0510 - Contactless - Magstripe,1308252001: Bill Payment Transaction(Domestic),3330.49,3312.42,POS
T00011236,C000664,2024-01-02 08:30:01,2024-01-02 08:30:56,M83302,P2P Transfer 396,AKTAU,KZ,6012,0510 - Contactless - Magstripe,1308112001: Debit Purchase Transaction(Domestic),98.21,99.79,ATM
T00011237,C000776,2024-01-02 08:30:14,2024-01-02 08:30:30,M51304,Cafe and restaraunts 870,KARAGANDA,KZ,5812,0006 - Cash,1308282001: Other Transaction(International),1599.36,1640.01,WWW
T00011238,C001618,2024-01-02 08:30:29,2024-01-02 08:32:15,M40818,Adult Content 591,ATYRAU,KZ,5967,0000 - Unknown,1308182001: Cash Withdrawal Transaction(International),57249.57,57640.22,POS
T00011239,C000975,2024-01-02 08:30:38,2024-01-02 08:31:12,M94876,Transport 753,KYOTO,JP,4111,0800 - Contactless - Magstripe,1308112001: Debit Purchase Transaction(Domestic),1134.44,1143.84,POS
T00011240,C001823,2024-01-02 08:30:43,2024-01-02 08:31:55,M28134,Wallet Transfer 820,VANCOUVER,CA,6537,0710 - Contactless - VSDC chip,1308142001: Credit Purchase Transaction(International),226060.69,222779.64,ATM
T00011241,C000053,2024-01-02 08:30:48,2024-01-02 08:31:57,M48527,Elecrtronics 239,BEIJING,CN,5065,0004 - Installment,1308202001: Balance Inquiry Transaction(International),10532.6,10388.61,ATM
T00011242,C000693,2024-01-02 08:30:54,2024-01-02 08:31:05,M14716,Online store 19,PAVLODAR,KZ,5999,0008 - Not used,1308182001: Cash Withdrawal Transaction(International),5785.99,5832.37,POS
T00011243,C001671,2024-01-02 08:30:55,2024-01-02 08:32:11,M58412,Jewelry 756,AKTAU,KZ,5944,0006 - Cash,1308172001: Cash Withdrawal Transaction(Domestic),54497.78,53918.4,ATM
T00011244,C000612,2024-01-02 08:30:59,2024-01-02 08:31:39,M87220,Jewelry 738,MELBOURNE,AU,5944,ECOMMERCE,1308112001: Debit Purchase Transaction(Domestic),126672.71,126141.07,ATM
T00011245,C001742,2024-01-02 08:31:00,2024-01-02 08:32:14,M58826,Money Transfer 975,SHYMKENT,KZ,4829,0001 - E-commerce,1308162001: Prepaid Purchase Transaction(International),260623.57,266746.29,ATM
T00011246,C000010,2024-01-02 08:31:02,2024-01-02 08:31:11,M29708,Currency Exchange 290,SINGAPORE,SGP,6051,0006 - Cash,1308152001: Prepaid Purchase Transaction(Domestic),216998.06,215432.5,WWW
T00011247,C001589,2024-01-02 08:31:03,2024-01-02 08:32:18,M27658,Transport 131,TARAZ,KZ,4111,0001 - E-commerce,1308182001: Cash Withdrawal Transaction(International),423.16,422.05,ATM
T00011248,C000455,2024-01-02 08:31:05,2024-01-02 08:32:34,M79066,Currency Exchange 274,ATYRAU,KZ,6051,0008 - Not used,1308142001: Credit Purchase Transaction(International),168727.91,171773.82,POS
T00011249,C000980,2024-01-02 08:31:08,2024-01-02 08:32:28,M93078,P2P Transfer 257,BERLIN,DE,6012,0510 - Contactless - Magstripe,1308232001: Transfer Transaction(Domestic),383024.12,383021.36,POS
T00011250,C000752,2024-01-02 08:31:12,2024-01-02 08:33:07,M77525,Elecrtronics 27,PAVLODAR,KZ,5065,0002 - Mail/Phone order,1308262001: Bill Payment Transaction(International),97.46,99.02,WWW
T00011251,C001799,2024-01-02 08:31:15,2024-01-02 08:32:19,M77705,Elecrtronics 701,ATYRAU,KZ,5065,0510 - Contactless - Magstripe,1308252001: Bill Payment Transaction(Domestic),42393.39,43449.23,POS
T00011252,C001722,2024-01-02 08:31:28,2024-01-02 08:32:55,M85706,Currency Exchange 427,KOSTANAY,KZ,6051,0005 - Preauthorized,1308232001: Transfer Transaction(Domestic),244691.5,241521.63,ATM
T00011253,C001349,2024-01-02 08:31:31,2024-01-02 08:32:19,M46266,Online store 759,SEMEY,KZ,5999,0110 - Swipe,1308212001: Refund Transaction(Domestic),9821.09,9879.57,ATM
T00011254,C000956,2024-01-02 08:31:38,2024-01-02 08:32:19,M43088,Subscription 588,TALDYKORGAN,KZ,5968,0720 - Contactless - VSDC magstripe,1308122001: Debit Purchase Transaction(International),38597.48,38680.42,POS
T00011255,C000506,2024-01-02 08:31:49,2024-01-02 08:33:05,M11435,Money Transfer 736,TBILISI,GE,4829,ECOMMERCE,1308192001: Balance Inquiry Transaction(Domestic),176000.97,175643.35,POS
T00011256,C001999,2024-01-02 08:31:50,2024-01-02 08:32:35,M74043,Prepaid Load 491,ALMATY,KZ,6540,0008 - Not used,1308242001: Transfer Transaction(International),20844.26,20891.36,ATM
T00011257,C000052,2024-01-02 08:32:07,2024-01-02 08:32:52,M55221,Digital Service 283,ATYRAU,KZ,4816,0800 - Contactless - Magstripe,1308112001: Debit Purchase Transaction(Domestic),4986.54,4968.15,POS
T00011258,C000399,2024-01-02 08:32:11,2024-01-02 08:32:55,M27354,Wallet Transfer 600,PAVLODAR,KZ,6537,0006 - Cash,1308132001: Credit Purchase Transaction(Domestic),126327.88,126189.5,WWW
T00011259,C000908,2024-01-02 08:32:12,2024-01-02 08:33:06,M10524,P2P Transfer 506,TBILISI,GE,6012,0002 - Mail/Phone order,1308182001: Cash Withdrawal Transaction(International),456129.78,449329.14,POS
T00011260,C000738,2024-01-02 08:32:14,2024-01-02 08:34:01,M32310,Cafe and restaraunts 409,KOSTANAY,KZ,5812,0003 - Recurring,1308112001: Debit Purchase Transaction(Domestic),97.32,97.4,POS
T00011261,C001125,2024-01-02 08:32:31,2024-01-02 08:33:10,M58881,Adult Content 646,MARSEILLE,FR,5967,0120 - Keyin,1308152001: Prepaid Purchase Transaction(Domestic),31064.87,30929.99,WWW
T00011262,C000280,2024-01-02 08:32:41,2024-01-02 08:33:33,M18703,Dating Service 392,SEMEY,KZ,7273,1000 - Credential on file,1308122001: Debit Purchase Transaction(International),19075.33,18861.18,POS
T00011263,C001525,2024-01-02 08:32:44,2024-01-02 08:34:15,M93229,Supermarket 930,SHENZHEN,CN,5411,0110 - Swipe,1308252001: Bill Payment Transaction(Domestic),1622.81,1630.52,POS
T00011264,C000004,2024-01-02 08:32:56,2024-01-02 08:34:10,M10848,Securities 291,AKTAU,KZ,6211,0002 - Mail/Phone order,1308192001: Balance Inquiry Transaction(Domestic),446786.21,450083.85,POS
T00011265,C001008,2024-01-02 08:33:00,2024-01-02 08:33:41,M21207,Digital Service 970,TALDYKORGAN,KZ,4816,0002 - Mail/Phone order,1308132001: Credit Purchase Transaction(Domestic),4678.42,4580.64,POS
T00011266,C001563,2024-01-02 08:33:06,2024-01-02 08:33:40,M98693,Online store 927,RIO DE JANEIRO,BR,5999,0002 - Mail/Phone order,1308162001: Prepaid Purchase Transaction(International),12833.56,12865.15,POS
T00011267,C001202,2024-01-02 08:33:21,2024-01-02 08:33:26,M88098,Subscription 31,SHYMKENT,KZ,5968,0120 - Keyin,1308242001: Transfer Transaction(International),27990.74,28121.39,POS
T00011268,C000865,2024-01-02 08:34:14,2024-01-02 08:34:37,M25310,Securities 745,KOSTANAY,KZ,6211,0006 - Cash,1308182001: Cash Withdrawal Transaction(International),297548.14,298344.19,POS
T00011269,C001043,2024-01-02 08:34:19,2024-01-02 08:35:08,M95546,Digital Service 73,AMSTERDAM,NL,4816,0004 - Installment,1308252001: Bill Payment Transaction(Domestic),97.14,97.72,POS
T00011270,C001536,2024-01-02 08:34:32,2024-01-02 08:36:30,M23217,Subscription 399,ATYRAU,KZ,5968,0008 - Not used,1308212001: Refund Transaction(Domestic),21620.13,21442.22,ATM
T00011271,C001977,2024-01-02 08:34:33,2024-01-02 08:35:21,M93277,Wallet Transfer 55,KOSTANAY,KZ,6538,0510 - Contactless - Magstripe,1308142001: Credit Purchase Transaction(International),221544.48,222438.22,POS
T00011272,C000087,2024-01-02 08:34:41,2024-01-02 08:34:52,M30604,Prepaid Load 885,ASTANA,KZ,6540,0001 - E-commerce,1308242001: Transfer Transaction(International),134123.04,135794.82,POS
T00011273,C001135,2024-01-02 08:34:43,2024-01-02 08:35:40,M16358,Online store 409,ATYRAU,KZ,5999,0800 - Contactless - Magstripe,1308202001: Balance Inquiry Transaction(International),98.38,99.91,POS
T00011274,C000332,2024-01-02 08:35:05,2024-01-02 08:35:20,M58751,Online Shop 216,KARAGANDA,KZ,5966,0120 - Keyin,1308172001: Cash Withdrawal Transaction(Domestic),71016.47,69909.13,POS
T00011275,C000159,2024-01-02 08:35:10,2024-01-02 08:36:10,M64961,Currency Exchange 719,MARSEILLE,FR,6051,0120 - Keyin,1308122001: Debit Purchase Transaction(International),79660.99,80009.43,ATM
T00011276,C001491,2024-01-02 08:35:22,2024-01-02 08:36:51,M62633,Dating Service 904,TALDYKORGAN,KZ,7273,1000 - Credential on file,1308112001: Debit Purchase Transaction(Domestic),16443.77,16201.17,ATM
T00011277,C001779,2024-01-02 08:35:36,2024-01-02 08:36:33,M12692,Racing 337,AKTAU,KZ,7802,0510 - Contactless - Magstripe,1308212001: Refund Transaction(Domestic),76117.77,75979.81,POS
T00011278,C001553,2024-01-02 08:35:51,2024-01-02 08:36:37,M25440,Supermarket 101,ALMATY,KZ,5411,0510 - Contactless - Magstripe,1308182001: Cash Withdrawal Transaction(International),952.2,968.67,POS
T00011279,C001661,2024-01-02 08:36:00,2024-01-02 08:37:56,M94765,P2P Transfer 5,KUALA LUMPUR,MY,6012,0000 - Unknown,1308222001: Refund Transaction(International),96357.53,95689.08,POS
T00011280,C001159,2024-01-02 08:36:06,2024-01-02 08:37:12,M42137,Prepaid Load 464,AKTAU,KZ,6540,0120 - Keyin,1308182001: Cash Withdrawal Transaction(International),168792.97,169541.89,POS
T00011281,C000285,2024-01-02 08:36:24,2024-01-02 08:36:37,M71007,P2P Transfer 969,SEMEY,KZ,6012,0004 - Installment,1308132001: Credit Purchase Transaction(Domestic),220103.76,224107.44,POS
T00011282,C001280,2024-01-02 08:36:36,2024-01-02 08:37:08,M41467,ATM Withdrawal,SHYMKENT,KZ,6011,0720 - Contactless - VSDC magstripe,1308142001: Credit Purchase Transaction(International),27991.56,27479.76,POS
T00011283,C001143,2024-01-02 08:36:45,2024-01-02 08:38:20,M83346,Securities 287,MARSEILLE,FR,6211,0800 - Contactless - Magstripe,1308182001: Cash Withdrawal Transaction(International),485662.53,486780.67,POS
T00011284,C000271,2024-01-02 08:36:52,2024-01-02 08:37:29,M42833,Wallet Transfer 609,LONDON,GB,6537,1000 - Credential on file,1308222001: Refund Transaction(International),154701.4,156033.55,POS
T00011285,C000803,2024-01-02 08:36:54,2024-01-02 08:38:26,M23773,Online store 570,ASTANA,KZ,5999,0002 - Mail/Phone order,1308112001: Debit Purchase Transaction(Domestic),8605.01,8591.76,POS
T00011286,C001525,2024-01-02 08:37:03,2024-01-02 08:38:24,M65510,Elecrtronics 78,KOSTANAY,KZ,5065,0710 - Contactless - VSDC chip,1308252001: Bill Payment Transaction(Domestic),63515.36,63099.67,ATM
