TRX_ID,MEMBER_NO,TRANSACTION_DATE,AUTHORIZATION_DATE,MERCHANT_NO,MERCHANT_NAME,CITY_NAME,NATIONAL_CODE,MCC,POS_MODE,PRODUCT_NAME,SETTLEMENT_AMOUNT,SALES_AMOUNT,TRX_TYPE,IS_FRAUD
T00014975,P001931,2026-06-11 09:18:01,2026-06-11 09:18:03,5936628117,RAMSTORE,SHYMKENT,KZ,5411,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),3758.4,3758.4,POS,0
T00014976,C000775,2026-06-11 09:18:04,2026-06-11 09:18:07,2639941591,HARDEE'S,ASTANA,KZ,5814,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),1477.54,1477.54,POS,0
T00014977,P000557,2026-06-11 09:18:25,2026-06-11 09:18:28,7224258246,WILD BERRIES,ASTANA,KZ,5411,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),2846.96,2846.96,POS,0
T00014978,C000317,2026-06-11 09:18:51,2026-06-11 09:18:53,8431031776,SMALL,SHANGHAI,CN,5411,0730 - Contactless - VSDC chip,1308142001: Credit Purchase Transaction(International),5607.1,5607.1,POS,0
T00014979,C000466,2026-06-11 09:19:50,2026-06-11 09:19:53,7012650663,RAMSTORE,ALMATY,KZ,5411,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),7492.16,7492.16,POS,0
T00014980,C001060,2026-06-11 09:20:07,2026-06-11 09:20:10,2448745721,SMALL,AKTAU,KZ,5411,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),2704.97,2704.97,POS,0
T00014981,P001717,2026-06-11 09:20:34,2026-06-11 09:20:37,8893647991,HARDEE'S,ALMATY,KZ,5814,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),4678.28,4678.28,POS,0
T00014982,C000589,2026-06-11 09:20:35,2026-06-11 09:20:36,1764146642,YANDEX TAXI,AKTAU,KZ,4121,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),1398.32,1398.32,POS,0
T00014983,C000685,2026-06-11 09:20:36,2026-06-11 09:20:37,6439053022,HARDEE'S,AKTAU,KZ,5814,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),10378.43,10378.43,POS,0
T00014984,C000060,2026-06-11 09:20:41,2026-06-11 09:20:42,3030326924,YANDEX TAXI,ALMATY,KZ,4121,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),4779.28,4779.28,POS,0
T00014985,P001465,2026-06-11 09:20:45,2026-06-11 09:20:46,9604942546,WAYFAIR,SHYMKENT,KZ,5331,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),1781.55,1781.55,POS,0
T00014986,P000534,2026-06-11 09:21:01,2026-06-11 09:21:04,3858562615,MAGNUM,AKTAU,KZ,5411,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),4637.53,4637.53,POS,0
T00014987,P001488,2026-06-11 09:21:10,2026-06-11 09:21:11,7043186221,HARDEE'S,ASTANA,KZ,5814,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),697.85,697.85,POS,0
T00014988,C001278,2026-06-11 09:21:17,2026-06-11 09:21:20,6742151344,MAGNUM,KARAGANDA,KZ,5411,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),18034.5,18034.5,POS,0
T00014989,C000460,2026-06-11 09:21:30,2026-06-11 09:21:33,3456911998,MAGNUM,ASTANA,KZ,5499,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),1301.18,1301.18,POS,0
T00014990,C000782,2026-06-11 09:21:40,2026-06-11 09:21:42,2916556219,GREEN_APTEKA,ASTANA,KZ,5912,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),2111.78,2111.78,POS,0
T00014991,P001163,2026-06-11 09:21:46,2026-06-11 09:21:49,4620807770,SHELL,KARAGANDA,KZ,5541,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),810.4,810.4,POS,0
T00014992,C001457,2026-06-11 09:21:47,2026-06-11 09:21:50,2627601106,HARDEE'S,ALMATY,KZ,5814,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),12210.19,12210.19,POS,0
T00014993,C001711,2026-06-11 09:21:57,2026-06-11 09:22:00,6150894422,KFC,ATYRAU,KZ,5814,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),2026.36,2026.36,POS,0
T00014994,C000177,2026-06-11 09:22:26,2026-06-11 09:22:29,2402635025,RAMSTORE,ANTALYA,TR,5411,0120 - Keyin,1308142001: Credit Purchase Transaction(International),3498.22,3498.22,POS,0
T00014995,P001348,2026-06-11 09:22:28,2026-06-11 09:22:31,3467344465,SMALL,ALMATY,KZ,5411,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),2691.1,2691.1,POS,0
T00014996,C000589,2026-06-11 09:22:37,2026-06-11 09:22:38,1741909825,KFC,AKTAU,KZ,5814,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),7258.37,7258.37,POS,0
T00014997,P001150,2026-06-11 09:22:38,2026-06-11 09:22:41,5694474567,MAGNUM,KARAGANDA,KZ,5411,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),1015.53,1015.53,POS,0
T00014998,C000053,2026-06-11 09:22:48,2026-06-11 09:22:49,6676242537,MAGNUM,SHYMKENT,KZ,5499,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),4841.92,4841.92,POS,0
T00014999,P001520,2026-06-11 09:23:00,2026-06-11 09:23:02,4997384457,INDRIVE,AKTAU,KZ,4121,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),7260.33,7260.33,POS,0
T00015000,P000230,2026-06-11 09:23:28,2026-06-11 09:23:29,1663103005,HARDEE'S,KARAGANDA,KZ,5814,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),21099.73,21099.73,POS,0
T00015001,C001480,2026-06-11 09:24:02,2026-06-11 09:24:03,3546220628,APTEKA_EVROPA,KARAGANDA,KZ,5912,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),4502.85,4502.85,POS,0
T00015002,C000090,2026-06-11 09:24:43,2026-06-11 09:24:46,4555453477,YANDEX TAXI,ATYRAU,KZ,4121,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),43080.84,43080.84,POS,0
T00015003,C000227,2026-06-11 09:24:45,2026-06-11 09:24:48,2758967382,KFC,KARAGANDA,KZ,5814,0003 - Recurring,1308112001: Debit Purchase Transaction(Domestic),15027.89,15027.89,WWW,0
T00015004,P000247,2026-06-11 09:24:54,2026-06-11 09:24:55,6018823300,YANDEX TAXI,AKTAU,KZ,4121,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),7698.38,7698.38,POS,0
T00015005,P000760,2026-06-11 09:25:11,2026-06-11 09:25:12,4963469273,SMALL,SHYMKENT,KZ,5411,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),33568.98,33568.98,POS,0
T00015006,P001529,2026-06-11 09:25:27,2026-06-11 09:25:30,6986553522,INDRIVE,ASTANA,KZ,4121,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),11026.59,11026.59,POS,0
T00015007,P001721,2026-06-11 09:25:41,2026-06-11 09:25:44,8867012455,ATM_SBERBANK_KZ,KARAGANDA,KZ,6011,0110 - Swipe,1308172001: Cash Withdrawal Transaction(Domestic),22000.0,22000.0,ATM,0
T00015008,C001124,2026-06-11 09:25:58,2026-06-11 09:26:01,8408130764,RAMSTORE,ASTANA,KZ,5411,0001 - E-commerce,1308132001: Credit Purchase Transaction(Domestic),4752.27,4752.27,WWW,0
T00015009,C000157,2026-06-11 09:26:05,2026-06-11 09:26:07,5447861549,RAMSTORE,ASTANA,KZ,5411,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),4051.66,4051.66,POS,0
T00015010,C001666,2026-06-11 09:26:08,2026-06-11 09:26:11,7130629126,H&M,ASTANA,KZ,5691,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),806.15,806.15,POS,0
T00015011,C000216,2026-06-11 09:26:11,2026-06-11 09:26:12,3844232306,RAMSTORE,ATYRAU,KZ,5411,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),6201.47,6201.47,POS,0
T00015012,C001562,2026-06-11 09:26:13,2026-06-11 09:26:15,9808801771,RAMSTORE,ALMATY,KZ,5411,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),1122.83,1122.83,POS,0
T00015013,C001097,2026-06-11 09:26:25,2026-06-11 09:26:26,6248317123,SMALL,ATYRAU,KZ,5411,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),5713.74,5713.74,POS,0
T00015014,C000700,2026-06-11 09:26:26,2026-06-11 09:26:29,4318484912,ATM_KASPI_KZ,ATYRAU,KZ,6011,0006 - Cash,1308172001: Cash Withdrawal Transaction(Domestic),11000.0,11000.0,ATM,0
T00015015,P001574,2026-06-11 09:26:30,2026-06-11 09:26:33,4430124997,GALMART,KARAGANDA,KZ,5411,0003 - Recurring,1308112001: Debit Purchase Transaction(Domestic),2225.62,2225.62,WWW,0
T00015016,P001370,2026-06-11 09:26:35,2026-06-11 09:26:37,8445580934,YANDEX TAXI,LOS ANGELES,US,4121,0110 - Swipe,1308122001: Debit Purchase Transaction(International),2152.28,2152.28,POS,0
T00015017,P000188,2026-06-11 09:26:38,2026-06-11 09:26:39,9908329130,GREEN_APTEKA,AKTAU,KZ,5912,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),2773.87,2773.87,POS,0
T00015018,P000108,2026-06-11 09:26:44,2026-06-11 09:26:45,4215966970,OLIMP_KZ,ALMATY,KZ,5499,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),8085.1,8085.1,POS,0
T00015019,P001005,2026-06-11 09:26:53,2026-06-11 09:26:56,9581335810,GALMART,AKTAU,KZ,5411,0003 - Recurring,1308112001: Debit Purchase Transaction(Domestic),6870.09,6870.09,WWW,0
T00015020,C001429,2026-06-11 09:26:56,2026-06-11 09:26:57,8963571732,APTEKA_EVROPA,KARAGANDA,KZ,5912,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),3112.44,3112.44,POS,0
T00015021,C000682,2026-06-11 09:27:28,2026-06-11 09:27:31,5248910772,KFC,SHYMKENT,KZ,5814,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),3153.69,3153.69,POS,0
T00015022,C001193,2026-06-11 09:28:07,2026-06-11 09:28:08,7225420524,OLIMP_BET,ALMATY,KZ,7995,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),134772.05,134772.05,POS,0
T00015023,C001615,2026-06-11 09:28:21,2026-06-11 09:28:24,2694369022,WILD BERRIES,ATYRAU,KZ,5499,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),7567.18,7567.18,POS,0
T00015024,P001277,2026-06-11 09:28:48,2026-06-11 09:28:51,1080519034,BURGER_KING,AKTAU,KZ,5814,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),62788.23,62788.23,POS,0
T00015025,P000144,2026-06-11 09:28:56,2026-06-11 09:28:58,7061226471,MAGNUM,ABU DHABI,AE,5411,0120 - Keyin,1308142001: Credit Purchase Transaction(International),1289.67,1289.67,POS,0
T00015026,P000806,2026-06-11 09:29:15,2026-06-11 09:29:16,9736857432,GALMART,MIAMI,US,5411,0710 - Contactless - VSDC chip,1308142001: Credit Purchase Transaction(International),4457.62,4457.62,POS,0
T00015027,P001522,2026-06-11 09:29:29,2026-06-11 09:29:31,6460541141,INDRIVE,ATYRAU,KZ,4121,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),7574.99,7574.99,POS,0
T00015028,P000641,2026-06-11 09:29:50,2026-06-11 09:29:51,1059710545,GALMART,AKTAU,KZ,5411,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),16937.97,16937.97,POS,0
T00015029,C001101,2026-06-11 09:29:56,2026-06-11 09:29:57,8548618999,INDRIVE,AKTAU,KZ,4121,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),607.74,607.74,POS,0
T00015030,C000317,2026-06-11 09:30:00,2026-06-11 09:30:03,9996984359,GALMART,BEIJING,CN,5411,0730 - Contactless - VSDC chip,1308142001: Credit Purchase Transaction(International),2227.26,2227.26,POS,0
T00015031,C001524,2026-06-11 09:30:05,2026-06-11 09:30:06,3971787743,MAGNUM,ASTANA,KZ,5411,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),58109.34,58109.34,POS,0
T00015032,C000369,2026-06-11 09:30:11,2026-06-11 09:30:13,4077991391,RAMSTORE,AKTAU,KZ,5411,0003 - Recurring,1308112001: Debit Purchase Transaction(Domestic),7730.9,7730.9,WWW,0
T00015033,P000793,2026-06-11 09:30:26,2026-06-11 09:30:29,5475596572,RAMSTORE,SAINT PETERSBURG,RU,5411,0001 - E-commerce,1308142001: Credit Purchase Transaction(International),10494.6,10494.6,WWW,0
T00015034,C001010,2026-06-11 09:30:29,2026-06-11 09:30:32,2712376837,ATM_SBERBANK_KZ,ALMATY,KZ,6011,0006 - Cash,1308172001: Cash Withdrawal Transaction(Domestic),25000.0,25000.0,ATM,0
T00015035,P000088,2026-06-11 09:30:37,2026-06-11 09:30:39,5433608967,MAGNUM,AKTAU,KZ,5411,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),4804.17,4804.17,POS,0
T00015036,C001851,2026-06-11 09:30:53,2026-06-11 09:30:56,6778261440,KFC,ALMATY,KZ,5814,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),6549.49,6549.49,POS,0
T00015037,C001443,2026-06-11 09:31:04,2026-06-11 09:31:07,6702177301,KFC,AKTAU,KZ,5814,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),6858.56,6858.56,POS,0
T00015038,C001508,2026-06-11 09:31:11,2026-06-11 09:31:12,8873691314,CITYMOBIL,AKTAU,KZ,4121,0120 - Keyin,1308132001: Credit Purchase Transaction(Domestic),2606.46,2606.46,POS,0
T00015039,C000180,2026-06-11 09:31:19,2026-06-11 09:31:20,8388603857,FRESH_MARKET,KARAGANDA,KZ,5499,1000 - Credential on file,1308132001: Credit Purchase Transaction(Domestic),8593.07,8593.07,WWW,0
T00015040,C001927,2026-06-11 09:31:23,2026-06-11 09:31:25,6964470654,KFC,ATYRAU,KZ,5812,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),3502.23,3502.23,POS,0
T00015041,C000576,2026-06-11 09:31:34,2026-06-11 09:31:36,1535546459,MAGNUM,DUBAI,AE,5499,0110 - Swipe,1308142001: Credit Purchase Transaction(International),2625.21,2625.21,POS,0
T00015042,P000342,2026-06-11 09:31:35,2026-06-11 09:31:36,7275131542,RAMSTORE,ALMATY,KZ,5411,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),2873.64,2873.64,POS,0
T00015043,C001908,2026-06-11 09:31:38,2026-06-11 09:31:40,4693687650,RAMSTORE,ATYRAU,KZ,5411,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),6619.46,6619.46,POS,0
T00015044,C001479,2026-06-11 09:32:03,2026-06-11 09:32:05,1504596939,YANDEX TAXI,KARAGANDA,KZ,4121,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),5035.15,5035.15,POS,0
T00015045,P000948,2026-06-11 09:32:32,2026-06-11 09:32:35,6171885158,DODO_PIZZA,AKTAU,KZ,5814,1000 - Credential on file,1308112001: Debit Purchase Transaction(Domestic),2828.23,2828.23,WWW,0
T00015046,C000235,2026-06-11 09:32:37,2026-06-11 09:32:38,2691992285,FRESH_MARKET,ASTANA,KZ,5499,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),8129.17,8129.17,POS,0
T00015047,C000556,2026-06-11 09:32:45,2026-06-11 09:32:48,6639941763,GOOGLE_PLAY,KARAGANDA,KZ,5816,0003 - Recurring,1308112001: Debit Purchase Transaction(Domestic),6670.53,6670.53,WWW,0
T00015048,C001476,2026-06-11 09:32:57,2026-06-11 09:32:58,9440878666,MAGNUM,ATYRAU,KZ,5411,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),10717.67,10717.67,POS,0
T00015049,C001003,2026-06-11 09:33:12,2026-06-11 09:33:13,9680593447,SMALL,KARAGANDA,KZ,5411,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),5697.66,5697.66,POS,0
T00015050,P001766,2026-06-11 09:33:23,2026-06-11 09:33:25,9847844335,DODO_PIZZA,KARAGANDA,KZ,5814,0003 - Recurring,1308132001: Credit Purchase Transaction(Domestic),1672.14,1672.14,WWW,0
T00015051,C001929,2026-06-11 09:33:24,2026-06-11 09:33:26,9686991761,CITYMOBIL,ATYRAU,KZ,4121,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),2428.01,2428.01,POS,0
T00015052,P001179,2026-06-11 09:34:04,2026-06-11 09:34:06,7554617159,1XBET,AKTAU,KZ,7995,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),15649.12,15649.12,POS,0
T00015053,C001400,2026-06-11 09:34:22,2026-06-11 09:34:24,5830116316,INDRIVE,SHYMKENT,KZ,4121,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),5176.28,5176.28,POS,0
T00015054,C001045,2026-06-11 09:34:23,2026-06-11 09:34:26,3965882565,YANDEX TAXI,DUBAI,AE,4121,0003 - Recurring,1308142001: Credit Purchase Transaction(International),3195.17,3195.17,WWW,0
T00015055,C000722,2026-06-11 09:34:25,2026-06-11 09:34:27,3393742917,TARGET,ASTANA,KZ,5331,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),3681.48,3681.48,POS,0
T00015056,P000460,2026-06-11 09:34:30,2026-06-11 09:34:31,4474395753,KFC,SHYMKENT,KZ,5812,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),7908.36,7908.36,POS,0
T00015057,P000830,2026-06-11 09:34:58,2026-06-11 09:35:01,4427873197,MAGNUM,AKTAU,KZ,5411,0002 - Mail/Phone order,1308132001: Credit Purchase Transaction(Domestic),21064.95,21064.95,WWW,0
T00015058,P001657,2026-06-11 09:34:58,2026-06-11 09:34:59,4628870844,WILD BERRIES,ASTANA,KZ,5411,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),8378.1,8378.1,POS,0
T00015059,P001861,2026-06-11 09:35:17,2026-06-11 09:35:18,9686767136,GALMART,SHYMKENT,KZ,5411,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),3435.52,3435.52,POS,0
T00015060,C001725,2026-06-11 09:35:26,2026-06-11 09:35:29,6550753607,ATM_KASPI_KZ,AKTAU,KZ,6011,0006 - Cash,1308172001: Cash Withdrawal Transaction(Domestic),16000.0,16000.0,ATM,0
T00015061,C001145,2026-06-11 09:35:29,2026-06-11 09:35:31,1260451177,DODO_PIZZA,AKTAU,KZ,5814,0002 - Mail/Phone order,1308132001: Credit Purchase Transaction(Domestic),46971.2,46971.2,WWW,0
T00015062,C000238,2026-06-11 09:35:39,2026-06-11 09:35:40,3695562267,GALMART,ALMATY,KZ,5411,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),8846.16,8846.16,POS,0
T00015063,P001946,2026-06-11 09:35:49,2026-06-11 09:35:51,1426230225,ATM_HALYK_KZ,ALMATY,KZ,6011,0006 - Cash,1308172001: Cash Withdrawal Transaction(Domestic),21000.0,21000.0,ATM,0
T00015064,P001240,2026-06-11 09:35:58,2026-06-11 09:35:59,9166021219,MAGNUM,KARAGANDA,KZ,5499,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),11564.08,11564.08,POS,0
T00015065,C001372,2026-06-11 09:36:19,2026-06-11 09:36:20,4787233629,H&M,LOS ANGELES,US,5331,0710 - Contactless - VSDC chip,1308142001: Credit Purchase Transaction(International),6020.3,6020.3,POS,0
T00015066,P000366,2026-06-11 09:36:27,2026-06-11 09:36:28,1929663946,INDRIVE,ASTANA,KZ,4121,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),6618.63,6618.63,POS,0
T00015067,P001024,2026-06-11 09:36:32,2026-06-11 09:36:34,8577808885,WILD BERRIES,SHYMKENT,KZ,5499,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),6119.37,6119.37,POS,0
T00015068,P001659,2026-06-11 09:36:34,2026-06-11 09:36:35,6285949118,ATM_KASPI_KZ,SHYMKENT,KZ,6011,0006 - Cash,1308172001: Cash Withdrawal Transaction(Domestic),24000.0,24000.0,ATM,0
T00015069,P001583,2026-06-11 09:37:04,2026-06-11 09:37:05,2488345514,CITYMOBIL,ASTANA,KZ,4121,0002 - Mail/Phone order,1308132001: Credit Purchase Transaction(Domestic),3560.11,3560.11,WWW,0
T00015070,C000811,2026-06-11 09:37:21,2026-06-11 09:37:23,8704364219,GALMART,ASTANA,KZ,5411,0002 - Mail/Phone order,1308132001: Credit Purchase Transaction(Domestic),2061.5,2061.5,WWW,0
T00015071,C001310,2026-06-11 09:37:38,2026-06-11 09:37:41,4562284190,DODO_PIZZA,ATYRAU,KZ,5814,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),5221.67,5221.67,POS,0
T00015072,C001595,2026-06-11 09:38:16,2026-06-11 09:38:18,5744520933,STARBUCKS,SHYMKENT,KZ,5812,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),36648.33,36648.33,POS,0
T00015073,P001510,2026-06-11 09:38:33,2026-06-11 09:38:36,8834347599,CITYMOBIL,ATYRAU,KZ,4121,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),34262.23,34262.23,POS,0
T00015074,C001479,2026-06-11 09:38:47,2026-06-11 09:38:50,6316728986,ATM_SBERBANK_KZ,KARAGANDA,KZ,6011,0110 - Swipe,1308172001: Cash Withdrawal Transaction(Domestic),17000.0,17000.0,ATM,0
T00015075,P001205,2026-06-11 09:38:48,2026-06-11 09:38:51,3025474805,WILD BERRIES,AKTAU,KZ,5411,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),9704.79,9704.79,POS,0
T00015076,C000388,2026-06-11 09:38:52,2026-06-11 09:38:53,9058653836,RAMSTORE,ATYRAU,KZ,5411,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),2598.24,2598.24,POS,0
T00015077,P000326,2026-06-11 09:38:59,2026-06-11 09:39:00,8771907512,MAGNUM,ASTANA,KZ,5411,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),1505.83,1505.83,POS,0
T00015078,P001036,2026-06-11 09:39:04,2026-06-11 09:39:05,8154785968,CITYMOBIL,ASTANA,KZ,4121,0002 - Mail/Phone order,1308112001: Debit Purchase Transaction(Domestic),17992.17,17992.17,WWW,0
T00015079,C001494,2026-06-11 09:39:31,2026-06-11 09:39:32,7628787049,DODO_PIZZA,ATYRAU,KZ,5814,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),1274.74,1274.74,POS,0
T00015080,C001000,2026-06-11 09:39:32,2026-06-11 09:39:33,6836500300,HARDEE'S,AKTAU,KZ,5814,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),11194.92,11194.92,POS,0
T00015081,P000200,2026-06-11 09:40:13,2026-06-11 09:40:15,6355878612,YANDEX TAXI,AKTAU,KZ,4121,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),670.35,670.35,POS,0
T00015082,C000965,2026-06-11 09:40:19,2026-06-11 09:40:21,2537690799,GALMART,ATYRAU,KZ,5411,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),16452.3,16452.3,POS,0
T00015083,C000208,2026-06-11 09:40:39,2026-06-11 09:40:41,4024505731,BYBIT,ALMATY,KZ,6051,0001 - E-commerce,1308112001: Debit Purchase Transaction(Domestic),5311.57,5311.57,WWW,0
T00015084,P001723,2026-06-11 09:40:49,2026-06-11 09:40:50,4710264145,WILD BERRIES,SHYMKENT,KZ,5411,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),19847.75,19847.75,POS,0
T00015085,P000765,2026-06-11 09:40:51,2026-06-11 09:40:52,6048528099,RAMSTORE,KARAGANDA,KZ,5411,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),23546.06,23546.06,POS,0
T00015086,P001834,2026-06-11 09:40:57,2026-06-11 09:41:00,9562640241,OLIMP_BET,ASTANA,KZ,7995,0730 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),2618.39,2618.39,POS,0
T00015087,P001366,2026-06-11 09:40:57,2026-06-11 09:41:00,5706271213,AMAZON,KARAGANDA,KZ,5999,0003 - Recurring,1308132001: Credit Purchase Transaction(Domestic),5967.69,5967.69,WWW,0
T00015088,P000493,2026-06-11 09:41:21,2026-06-11 09:41:23,7023982638,PHARMACY_24,KARAGANDA,KZ,5912,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),4911.23,4911.23,POS,0
T00015089,P000631,2026-06-11 09:41:30,2026-06-11 09:41:31,4586894839,ATM_KASPI_KZ,ALMATY,KZ,6011,0006 - Cash,1308172001: Cash Withdrawal Transaction(Domestic),30000.0,30000.0,ATM,0
T00015090,C000132,2026-06-11 09:41:54,2026-06-11 09:41:56,9185855927,COSTA_COFFEE,AKTAU,KZ,5812,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),5421.78,5421.78,POS,0
T00015091,P000409,2026-06-11 09:41:58,2026-06-11 09:42:01,6028309085,KFC,KARAGANDA,KZ,5812,0110 - Swipe,1308132001: Credit Purchase Transaction(Domestic),16912.5,16912.5,POS,0
T00015092,P001949,2026-06-11 09:42:56,2026-06-11 09:42:59,8541579875,YANDEX TAXI,KARAGANDA,KZ,4121,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),18056.56,18056.56,POS,0
T00015093,P001001,2026-06-11 09:43:21,2026-06-11 09:43:24,6671022326,HARDEE'S,SHYMKENT,KZ,5814,0730 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),19274.13,19274.13,POS,0
T00015094,C001406,2026-06-11 09:43:52,2026-06-11 09:43:55,7277939915,YANDEX TAXI,SHYMKENT,KZ,4121,0710 - Contactless - VSDC chip,1308132001: Credit Purchase Transaction(Domestic),2560.76,2560.76,POS,0
T00015095,C000269,2026-06-11 09:43:58,2026-06-11 09:44:00,8254707592,ATM_HALYK_KZ,AKTAU,KZ,6011,0006 - Cash,1308172001: Cash Withdrawal Transaction(Domestic),10000.0,10000.0,ATM,0
T00015096,P000302,2026-06-11 09:44:25,2026-06-11 09:44:26,3278563058,FRESH_MARKET,ASTANA,KZ,5499,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),1105.14,1105.14,POS,0
T00015097,P001270,2026-06-11 09:44:30,2026-06-11 09:44:33,7446100268,GALMART,SHYMKENT,KZ,5411,0710 - Contactless - VSDC chip,1308112001: Debit Purchase Transaction(Domestic),36561.71,36561.71,POS,0
T00015098,P000339,2026-06-11 09:44:39,2026-06-11 09:44:40,8615971456,SMALL,ASTANA,KZ,5411,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),14985.57,14985.57,POS,0
T00015099,C000732,2026-06-11 09:44:58,2026-06-11 09:45:00,5118782455,KFC,AKTAU,KZ,5814,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),24207.88,24207.88,POS,0
