TRX_ID,MEMBER_NO,TRANSACTION_DATE,AUTHORIZATION_DATE,MERCHANT_NO,MERCHANT_NAME,CITY_NAME,NATIONAL_CODE,MCC,POS_MODE,PRODUCT_NAME,SETTLEMENT_AMOUNT,SALES_AMOUNT,TRX_TYPE,IS_FRAUD
T00012442,C000234,2023-07-02 06:26:33,2023-07-02 06:28:17,M24226,Unknown Merchant,KOSTANAY,KZ,5065,MAGNETIC,1308132001: Credit Purchase Transaction(Domestic),273119.1,1412.43,PURCHASE,1
T00012618,C000141,2023-07-04 21:31:49,2023-07-04 21:32:12,M80415,Unknown Merchant,SEMEY,KZ,5944,MAGNETIC,1308112001: Debit Purchase Transaction(Domestic),147050.77,26917.64,WITHDRAWAL,1
T00012684,C000003,2023-07-06 01:54:26,2023-07-06 01:56:25,M52861,Unknown Merchant,PAVLODAR,KZ,5065,MAGNETIC,1308152001: Prepaid Purchase Transaction(Domestic),195431.6,861.42,WITHDRAWAL,1
T00012688,C000177,2023-07-06 02:45:03,2023-07-06 02:45:47,M54885,Pharmacy 308,MANCHESTER,GB,5912,ECOMMERCE,1308182001: Cash Withdrawal Transaction(International),2495.51,2429.65,PURCHASE,1
T00012735,C000332,2023-07-06 19:20:19,2023-07-06 19:22:01,M22333,Elecrtronics 748,SINGAPORE,SGP,5065,ECOMMERCE,1308272001: Other Transaction(Domestic),65605.44,65515.17,PURCHASE,1
T00012756,C000198,2023-07-07 01:33:49,2023-07-07 01:35:46,M22136,Digital Service 191,PAVLODAR,KZ,4816,0110 - Swipe,1308142001: Credit Purchase Transaction(International),66006.93,66006.93,PURCHASE,1
T00012776,C000199,2023-07-07 09:10:14,2023-07-07 09:10:46,M62902,Unknown Merchant,ALMATY,KZ,5065,MAGNETIC,1308182001: Cash Withdrawal Transaction(International),223995.59,4753.37,PURCHASE,1
T00012828,C000263,2023-07-08 01:07:26,2023-07-08 01:07:31,M61654,Pharmacy 394,SHYMKENT,KZ,5912,0510 - Contactless - Magstripe,1308132001: Credit Purchase Transaction(Domestic),32021.21,1818.77,PURCHASE,1
T00012829,C000321,2023-07-08 01:34:13,2023-07-08 01:34:18,M76037,Cafe and restaraunts 219,ASTANA,KZ,5812,0003 - Recurring,1308262001: Bill Payment Transaction(International),53883.96,5273.42,PURCHASE,1
T00012884,C000136,2023-07-08 19:39:53,2023-07-08 19:40:13,M53595,Transport 254,AKTAU,KZ,4111,0000 - Unknown,1308182001: Cash Withdrawal Transaction(International),96440.05,96440.05,PURCHASE,1
T00013024,C000482,2023-07-11 01:00:28,2023-07-11 01:00:33,M80560,Hotel 112,SHYMKENT,KZ,7011,0005 - Preauthorized,1308212001: Refund Transaction(Domestic),95498.24,17770.31,PURCHASE,1
T00013062,C000265,2023-07-11 15:32:22,2023-07-11 15:32:57,M56396,Transport 428,TARAZ,KZ,4111,0800 - Contactless - Magstripe,1308112001: Debit Purchase Transaction(Domestic),221698.4,221698.4,PURCHASE,1
T00013065,C000023,2023-07-11 16:30:09,2023-07-11 16:31:40,M54916,Hotel 70,SEMEY,KZ,7011,0001 - E-commerce,1308212001: Refund Transaction(Domestic),311079.19,311079.19,PURCHASE,1
T00013225,C000028,2023-07-14 02:08:11,2023-07-14 02:08:16,M65832,Cafe and restaraunts 266,BERLIN,DE,5812,0002 - Mail/Phone order,1308282001: Other Transaction(International),67176.56,1013.29,PURCHASE,1
T00013289,C000042,2023-07-14 21:31:19,2023-07-14 21:32:43,M22586,Pharmacy 287,SAMARKAND,UZ,5912,ECOMMERCE,1308182001: Cash Withdrawal Transaction(International),100.0,99.88,PURCHASE,1
T00013296,C000431,2023-07-15 00:45:07,2023-07-15 00:45:12,M97133,Hotel 421,MIAMI,US,7011,0006 - Cash,1308232001: Transfer Transaction(Domestic),25784.87,29220.26,PURCHASE,1
T00013390,C000030,2023-07-16 12:13:10,2023-07-16 12:14:56,M72818,Digital Service 221,ISTANBUL,TR,4816,0730 - Contactless - VSDC chip,1308172001: Cash Withdrawal Transaction(Domestic),98.35,98.35,PURCHASE,1
T00013410,C000390,2023-07-16 18:41:07,2023-07-16 18:41:37,M89918,Elecrtronics 420,MUNICH,DE,5065,ECOMMERCE,1308192001: Balance Inquiry Transaction(Domestic),38789.22,37674.48,REFUND,1
T00013426,C000375,2023-07-17 01:02:17,2023-07-17 01:02:57,M71803,Pharmacy 456,SHYMKENT,KZ,4816,0007 - Other,1308162001: Prepaid Purchase Transaction(International),68.8,68.8,WITHDRAWAL,1
T00013437,C000231,2023-07-17 07:24:30,2023-07-17 07:25:26,M47003,Elecrtronics 919,ABU DHABI,AE,5065,ECOMMERCE,1308172001: Cash Withdrawal Transaction(Domestic),26765.53,25970.42,PURCHASE,1
T00013454,C000033,2023-07-17 15:16:00,2023-07-17 15:17:28,M80662,Online store 968,TOKYO,JP,4816,1000 - Credential on file,1308132001: Credit Purchase Transaction(Domestic),60.39,60.39,PURCHASE,1
T00013484,C000191,2023-07-18 02:38:51,2023-07-18 02:39:50,M86269,Jewelry 229,SHYMKENT,KZ,5944,0110 - Swipe,1308232001: Transfer Transaction(Domestic),404673.17,404673.17,PURCHASE,1
T00013636,C000320,2023-07-20 03:49:29,2023-07-20 03:51:28,M54510,Unknown Merchant,MEXICO CITY,MX,5065,MAGNETIC,1308162001: Prepaid Purchase Transaction(International),212120.92,8529.21,PURCHASE,1
T00013669,C000142,2023-07-20 12:54:39,2023-07-20 12:56:01,M38311,Unknown Merchant,PAVLODAR,KZ,5944,MAGNETIC,1308252001: Bill Payment Transaction(Domestic),240091.47,25987.08,WITHDRAWAL,1
T00013744,C000304,2023-07-21 17:09:34,2023-07-21 17:10:55,M35221,Unknown Merchant,AKTAU,KZ,5065,MAGNETIC,1308222001: Refund Transaction(International),111702.92,5413.85,PURCHASE,1
T00013788,C000170,2023-07-22 10:10:58,2023-07-22 10:12:44,M13091,Online store 460,TARAZ,KZ,4816,0730 - Contactless - VSDC chip,1308192001: Balance Inquiry Transaction(Domestic),12.73,12.73,WITHDRAWAL,1
T00013824,C000339,2023-07-22 22:08:59,2023-07-22 22:09:03,M95657,Transport 128,BRASILIA,BR,4111,ECOMMERCE,1308172001: Cash Withdrawal Transaction(Domestic),830.38,828.98,PURCHASE,1
T00013834,C000048,2023-07-23 01:10:50,2023-07-23 01:10:55,M31869,Supermarket 499,SINGAPORE,SGP,5411,0000 - Unknown,1308112001: Debit Purchase Transaction(Domestic),67774.07,9616.52,PURCHASE,1
T00013845,C000145,2023-07-23 05:45:27,2023-07-23 05:46:06,M60094,Jewelry 518,ASTANA,KZ,5944,0008 - Not used,1308182001: Cash Withdrawal Transaction(International),124178.02,124178.02,PURCHASE,1
T00014069,C000266,2023-07-26 12:37:22,2023-07-26 12:39:03,M68820,Unknown Merchant,KOSTANAY,KZ,5065,MAGNETIC,1308192001: Balance Inquiry Transaction(Domestic),125764.95,96289.35,WITHDRAWAL,1
T00014304,C000458,2023-07-30 01:09:16,2023-07-30 01:10:14,M16333,Digital Service 165,TARAZ,KZ,4816,0005 - Preauthorized,1308162001: Prepaid Purchase Transaction(International),6.9,6.9,PURCHASE,1
T00014347,C000073,2023-07-30 18:03:23,2023-07-30 18:05:03,M65835,Online store 687,SHYMKENT,KZ,5999,0007 - Other,1308122001: Debit Purchase Transaction(International),75854.04,75854.04,PURCHASE,1
T00014383,C000478,2023-07-31 04:54:32,2023-07-31 04:54:56,M53421,Supermarket 277,PAVLODAR,KZ,5411,0007 - Other,1308192001: Balance Inquiry Transaction(Domestic),80836.95,80836.95,PURCHASE,1
T00014695,C000040,2023-08-05 00:27:53,2023-08-05 00:28:30,M63822,Unknown Merchant,MADRID,ES,5944,MAGNETIC,1308142001: Credit Purchase Transaction(International),106857.98,63390.62,PURCHASE,1
T00014772,C000161,2023-08-06 05:03:47,2023-08-06 05:04:19,M53273,Unknown Merchant,CANCUN,MX,5065,MAGNETIC,1308232001: Transfer Transaction(Domestic),236549.86,61027.42,PURCHASE,1
T00014822,C000290,2023-08-07 03:00:09,2023-08-07 03:00:14,M39625,Supermarket 815,TALDYKORGAN,KZ,5411,0510 - Contactless - Magstripe,1308282001: Other Transaction(International),75410.13,7492.8,PURCHASE,1
T00014852,C000307,2023-08-07 10:43:57,2023-08-07 10:44:06,M58909,Online store 125,AKTAU,KZ,5999,0004 - Installment,1308202001: Balance Inquiry Transaction(International),132572.78,132572.78,PURCHASE,1
T00014915,C000042,2023-08-08 05:28:53,2023-08-08 05:30:22,M96208,Unknown Merchant,ALMATY,KZ,5065,MAGNETIC,1308182001: Cash Withdrawal Transaction(International),273564.99,2782.74,PURCHASE,1
T00014994,C000489,2023-08-09 09:29:51,2023-08-09 09:31:21,M45501,Cafe and restaraunts 859,VANCOUVER,CA,5812,ECOMMERCE,1308212001: Refund Transaction(Domestic),5663.66,5578.55,PURCHASE,1
T00015101,C000128,2023-08-11 01:40:56,2023-08-11 01:41:26,M47939,Unknown Merchant,TARAZ,KZ,5944,MAGNETIC,1308242001: Transfer Transaction(International),274199.25,3405.41,PURCHASE,1
T00015129,C000276,2023-08-11 10:22:35,2023-08-11 10:23:37,M46133,Unknown Merchant,AKTAU,KZ,5065,MAGNETIC,1308152001: Prepaid Purchase Transaction(Domestic),267116.47,67263.71,PURCHASE,1
T00015172,C000350,2023-08-12 02:17:03,2023-08-12 02:17:11,M30838,Transport 516,TOKYO,JP,4111,ECOMMERCE,1308152001: Prepaid Purchase Transaction(Domestic),1362.22,1358.21,PURCHASE,1
T00015173,C000279,2023-08-12 02:21:36,2023-08-12 02:23:25,M31356,Supermarket 567,ATYRAU,KZ,5411,0720 - Contactless - VSDC magstripe,1308162001: Prepaid Purchase Transaction(International),365925.4,365925.4,PURCHASE,1
T00015175,C000090,2023-08-12 02:40:25,2023-08-12 02:40:30,M65792,Online store 374,ASTANA,KZ,5999,0002 - Mail/Phone order,1308272001: Other Transaction(Domestic),36566.21,4765.88,PURCHASE,1
T00015199,C000248,2023-08-12 11:53:24,2023-08-12 11:53:42,M34496,Online store 939,AKTAU,KZ,5999,0006 - Cash,1308242001: Transfer Transaction(International),339368.17,339368.17,PURCHASE,1
T00015208,C000433,2023-08-12 16:03:12,2023-08-12 16:04:54,M72729,ATM Withdrawal,KOSTANAY,KZ,4816,0510 - Contactless - Magstripe,1308212001: Refund Transaction(Domestic),71.95,71.95,PURCHASE,1
T00015285,C000441,2023-08-13 13:07:26,2023-08-13 13:08:16,M43344,ATM Withdrawal,KOSTANAY,KZ,4816,0110 - Swipe,1308112001: Debit Purchase Transaction(Domestic),92.17,92.17,PURCHASE,1
T00015364,C000061,2023-08-14 16:12:14,2023-08-14 16:13:09,M12131,Hotel 708,TALDYKORGAN,KZ,4816,0800 - Contactless - Magstripe,1308252001: Bill Payment Transaction(Domestic),45.34,45.34,PURCHASE,1
T00015388,C000257,2023-08-15 00:38:39,2023-08-15 00:38:44,M14097,Online store 533,PAVLODAR,KZ,5999,0710 - Contactless - VSDC chip,1308192001: Balance Inquiry Transaction(Domestic),52030.78,1943.96,PURCHASE,1
T00015428,C000220,2023-08-15 13:15:05,2023-08-15 13:15:36,M66967,Digital Service 825,BANGKOK,TH,4816,ECOMMERCE,1308182001: Cash Withdrawal Transaction(International),11298.91,11139.55,PURCHASE,1
T00015449,C000146,2023-08-15 19:30:35,2023-08-15 19:32:24,M50324,Transport 691,PAVLODAR,KZ,4111,0006 - Cash,1308182001: Cash Withdrawal Transaction(International),133660.33,133660.33,PURCHASE,1
T00015472,C000375,2023-08-16 02:44:13,2023-08-16 02:46:02,M89782,Online store 724,ABU DHABI,AE,5999,ECOMMERCE,1308162001: Prepaid Purchase Transaction(International),22277.56,21755.43,PURCHASE,1
T00015519,C000365,2023-08-16 22:07:44,2023-08-16 22:09:28,M74468,Unknown Merchant,KARAGANDA,KZ,5065,MAGNETIC,1308162001: Prepaid Purchase Transaction(International),80036.42,3829.32,REFUND,1
T00015620,C000100,2023-08-18 06:26:22,2023-08-18 06:27:52,M61737,Online store 665,KUALA LUMPUR,MY,4816,0120 - Keyin,1308112001: Debit Purchase Transaction(Domestic),9.98,9.98,PURCHASE,1
T00015625,C000491,2023-08-18 07:43:32,2023-08-18 07:44:14,M47407,Digital Service 481,ALMATY,KZ,4816,0006 - Cash,1308122001: Debit Purchase Transaction(International),542683.24,542683.24,TRANSFER,1
T00015642,C000112,2023-08-18 10:38:53,2023-08-18 10:38:56,M36839,Jewelry 208,PAVLODAR,KZ,4816,1000 - Credential on file,1308212001: Refund Transaction(Domestic),87.97,87.97,WITHDRAWAL,1
T00015643,C000019,2023-08-18 10:50:05,2023-08-18 10:51:20,M27560,ATM Withdrawal,ANTALYA,TR,4816,0000 - Unknown,1308162001: Prepaid Purchase Transaction(International),60.9,60.9,PURCHASE,1
T00015644,C000220,2023-08-18 10:59:10,2023-08-18 11:00:08,M62196,Unknown Merchant,SHYMKENT,KZ,5065,MAGNETIC,1308182001: Cash Withdrawal Transaction(International),199458.16,48403.64,PURCHASE,1
T00015662,C000173,2023-08-18 17:50:58,2023-08-18 17:52:45,M27103,Transport 550,ATYRAU,KZ,4816,0110 - Swipe,1308222001: Refund Transaction(International),4.8,4.8,PURCHASE,1
T00015697,C000465,2023-08-19 02:45:05,2023-08-19 02:45:10,M45031,Online store 893,ANKARA,TR,5999,0110 - Swipe,1308182001: Cash Withdrawal Transaction(International),10212.64,17159.12,PURCHASE,1
T00015711,C000128,2023-08-19 07:17:24,2023-08-19 07:17:51,M47813,ATM Withdrawal,MONTREAL,CA,6011,ECOMMERCE,1308242001: Transfer Transaction(International),100.0,98.7,PURCHASE,1
T00015739,C000320,2023-08-19 17:13:47,2023-08-19 17:13:54,M31131,Supermarket 562,SINGAPORE,SGP,5411,ECOMMERCE,1308162001: Prepaid Purchase Transaction(International),10822.46,10596.95,WITHDRAWAL,1
T00015796,C000358,2023-08-20 12:18:41,2023-08-20 12:19:24,M98908,ATM Withdrawal,TORONTO,CA,6011,0006 - Cash,1308172001: Cash Withdrawal Transaction(Domestic),282921.49,282921.49,PURCHASE,1
T00015886,C000433,2023-08-21 20:08:57,2023-08-21 20:09:32,M43078,Jewelry 518,SEMEY,KZ,4816,0110 - Swipe,1308212001: Refund Transaction(Domestic),92.85,92.85,PURCHASE,1
T00015905,C000498,2023-08-22 02:28:46,2023-08-22 02:28:51,M45937,Transport 589,ATYRAU,KZ,4111,1000 - Credential on file,1308192001: Balance Inquiry Transaction(Domestic),24386.41,1077.02,WITHDRAWAL,1
T00015908,C000228,2023-08-22 03:18:28,2023-08-22 03:19:23,M26892,Unknown Merchant,OSAKA,JP,5065,MAGNETIC,1308142001: Credit Purchase Transaction(International),272642.07,29843.22,PURCHASE,1
T00015993,C000357,2023-08-23 08:56:22,2023-08-23 08:56:58,M64511,Hotel 426,SEOUL,KR,7011,0000 - Unknown,1308242001: Transfer Transaction(International),81318.18,81318.18,PURCHASE,1
T00016047,C000360,2023-08-24 04:08:56,2023-08-24 04:09:35,M40421,Digital Service 138,PAVLODAR,KZ,4816,0110 - Swipe,1308202001: Balance Inquiry Transaction(International),201249.53,201249.53,PURCHASE,1
T00016135,C000272,2023-08-25 14:18:53,2023-08-25 14:20:20,M30649,Cafe and restaraunts 950,LYON,FR,5812,ECOMMERCE,1308192001: Balance Inquiry Transaction(Domestic),5377.33,5239.58,PURCHASE,1
T00016277,C000189,2023-08-27 13:15:39,2023-08-27 13:15:57,M78978,Online store 417,ANKARA,TR,4816,0000 - Unknown,1308252001: Bill Payment Transaction(Domestic),73.69,73.69,PURCHASE,1
T00016314,C000490,2023-08-27 23:10:34,2023-08-27 23:10:49,M84374,Unknown Merchant,OSH,KG,5065,MAGNETIC,1308142001: Credit Purchase Transaction(International),219649.69,3582.9,WITHDRAWAL,1
T00016326,C000317,2023-08-28 02:04:50,2023-08-28 02:06:29,M19493,Unknown Merchant,ROTTERDAM,NL,5065,MAGNETIC,1308202001: Balance Inquiry Transaction(International),166382.58,651.44,PURCHASE,1
T00016381,C000059,2023-08-28 19:38:32,2023-08-28 19:39:05,M35173,Pharmacy 513,BARCELONA,ES,5912,ECOMMERCE,1308162001: Prepaid Purchase Transaction(International),2719.33,2667.33,PURCHASE,1
T00016479,C000026,2023-08-30 07:52:30,2023-08-30 07:53:08,M94163,Digital Service 350,BANGKOK,TH,4816,0510 - Contactless - Magstripe,1308212001: Refund Transaction(Domestic),46.65,46.65,PURCHASE,1
T00016601,C000157,2023-09-01 01:24:43,2023-09-01 01:25:23,M72633,Elecrtronics 544,SHYMKENT,KZ,5065,0730 - Contactless - VSDC chip,1308172001: Cash Withdrawal Transaction(Domestic),171581.98,171581.98,PURCHASE,1
T00016708,C000026,2023-09-02 17:39:10,2023-09-02 17:40:19,M87520,Unknown Merchant,KARAGANDA,KZ,5944,MAGNETIC,1308212001: Refund Transaction(Domestic),109328.9,5896.02,PURCHASE,1
T00016737,C000104,2023-09-03 05:34:18,2023-09-03 05:36:09,M20510,Unknown Merchant,ABU DHABI,AE,5065,MAGNETIC,1308162001: Prepaid Purchase Transaction(International),133780.44,39788.5,PURCHASE,1
T00016769,C000220,2023-09-03 18:01:08,2023-09-03 18:02:35,M86220,Supermarket 151,BARCELONA,ES,5411,0110 - Swipe,1308182001: Cash Withdrawal Transaction(International),120710.82,120710.82,PURCHASE,1
T00016818,C000264,2023-09-04 11:27:29,2023-09-04 11:27:58,M53700,Hotel 396,MOSCOW,RU,7011,0007 - Other,1308112001: Debit Purchase Transaction(Domestic),113912.36,113912.36,PURCHASE,1
T00016844,C000320,2023-09-04 23:52:04,2023-09-04 23:53:02,M30189,Cafe and restaraunts 486,MARSEILLE,FR,5812,ECOMMERCE,1308162001: Prepaid Purchase Transaction(International),1159.85,1152.69,PURCHASE,1
T00016856,C000323,2023-09-05 04:28:50,2023-09-05 04:28:55,M37734,Elecrtronics 470,KARAGANDA,KZ,5065,0510 - Contactless - Magstripe,1308262001: Bill Payment Transaction(International),98358.51,36645.16,PURCHASE,1
T00016890,C000458,2023-09-05 18:48:20,2023-09-05 18:48:22,M26560,Supermarket 976,SEMEY,KZ,4816,0005 - Preauthorized,1308162001: Prepaid Purchase Transaction(International),37.81,37.81,PURCHASE,1
T00016920,C000402,2023-09-06 02:25:40,2023-09-06 02:26:39,M62116,Supermarket 273,KARAGANDA,KZ,4816,0720 - Contactless - VSDC magstripe,1308112001: Debit Purchase Transaction(Domestic),82.19,82.19,PURCHASE,1
T00016922,C000216,2023-09-06 03:07:42,2023-09-06 03:09:38,M62292,Elecrtronics 209,OSH,KG,5065,ECOMMERCE,1308212001: Refund Transaction(Domestic),80832.53,79122.87,PURCHASE,1
T00017121,C000267,2023-09-09 04:44:18,2023-09-09 04:44:23,M27692,Transport 328,OSAKA,JP,4111,0120 - Keyin,1308122001: Debit Purchase Transaction(International),102139.72,402.55,PURCHASE,1
T00017298,C000493,2023-09-12 00:28:34,2023-09-12 00:28:39,M34600,Hotel 598,ATYRAU,KZ,7011,0004 - Installment,1308282001: Other Transaction(International),37185.38,98.65,PURCHASE,1
T00017303,C000447,2023-09-12 02:20:09,2023-09-12 02:21:30,M72229,Unknown Merchant,SHANGHAI,CN,5065,MAGNETIC,1308142001: Credit Purchase Transaction(International),120199.58,31285.47,PURCHASE,1
T00017379,C000347,2023-09-13 01:45:11,2023-09-13 01:45:16,M59037,Jewelry 947,VANCOUVER,CA,5944,0000 - Unknown,1308122001: Debit Purchase Transaction(International),19166.84,97.91,PURCHASE,1
T00017425,C000247,2023-09-13 16:11:37,2023-09-13 16:12:04,M36693,Unknown Merchant,SHYMKENT,KZ,5944,MAGNETIC,1308192001: Balance Inquiry Transaction(Domestic),232632.36,1194.45,PURCHASE,1
T00017464,C000111,2023-09-14 04:53:44,2023-09-14 04:54:09,M75703,Digital Service 379,CAIRO,EG,4816,ECOMMERCE,1308112001: Debit Purchase Transaction(Domestic),8117.82,8013.41,PURCHASE,1
T00017487,C000134,2023-09-14 11:44:20,2023-09-14 11:45:19,M32594,Transport 864,ASTANA,KZ,4111,0006 - Cash,1308282001: Other Transaction(International),193461.82,193461.82,PURCHASE,1
T00017509,C000348,2023-09-14 20:13:49,2023-09-14 20:14:09,M91198,Online store 457,DELHI,IN,4816,0120 - Keyin,1308192001: Balance Inquiry Transaction(Domestic),61.97,61.97,PURCHASE,1
T00017567,C000082,2023-09-15 17:44:36,2023-09-15 17:46:05,M87383,Elecrtronics 490,ASTANA,KZ,4816,0720 - Contactless - VSDC magstripe,1308112001: Debit Purchase Transaction(Domestic),1.48,1.48,PURCHASE,1
T00017617,C000044,2023-09-16 09:45:50,2023-09-16 09:47:01,M24985,Hotel 193,TALDYKORGAN,KZ,4816,0730 - Contactless - VSDC chip,1308162001: Prepaid Purchase Transaction(International),60.3,60.3,PURCHASE,1
T00017639,C000477,2023-09-16 16:27:17,2023-09-16 16:28:54,M26729,Jewelry 592,KUALA LUMPUR,MY,5944,ECOMMERCE,1308232001: Transfer Transaction(Domestic),85350.49,84633.91,PURCHASE,1
T00017703,C000284,2023-09-17 10:57:53,2023-09-17 10:58:27,M24643,Digital Service 171,TALDYKORGAN,KZ,4816,0006 - Cash,1308272001: Other Transaction(Domestic),274177.94,274177.94,PURCHASE,1
T00017766,C000100,2023-09-18 08:32:31,2023-09-18 08:33:40,M49248,Unknown Merchant,DELHI,IN,5065,MAGNETIC,1308112001: Debit Purchase Transaction(Domestic),143362.78,586.31,PURCHASE,1
T00017801,C000029,2023-09-19 00:57:41,2023-09-19 00:57:46,M38213,Transport 735,BRASILIA,BR,4111,0003 - Recurring,1308122001: Debit Purchase Transaction(International),53721.01,2081.21,PURCHASE,1
T00017803,C000114,2023-09-19 01:21:29,2023-09-19 01:21:34,M36001,Elecrtronics 983,EDINBURGH,GB,5065,0710 - Contactless - VSDC chip,1308152001: Prepaid Purchase Transaction(Domestic),23754.8,66348.7,PURCHASE,1
T00017925,C000209,2023-09-20 20:10:40,2023-09-20 20:11:28,M45884,Online store 163,KARAGANDA,KZ,4816,0800 - Contactless - Magstripe,1308272001: Other Transaction(Domestic),71.4,71.4,REFUND,1
T00017933,C000412,2023-09-20 21:14:10,2023-09-20 21:16:09,M21210,Supermarket 465,KOSTANAY,KZ,4816,0005 - Preauthorized,1308192001: Balance Inquiry Transaction(Domestic),53.2,53.2,PURCHASE,1
T00017999,C000317,2023-09-21 19:05:10,2023-09-21 19:06:46,M73509,Cafe and restaraunts 956,ATYRAU,KZ,5812,0730 - Contactless - VSDC chip,1308202001: Balance Inquiry Transaction(International),259035.7,259035.7,TRANSFER,1
T00018056,C000229,2023-09-22 19:27:22,2023-09-22 19:29:06,M47740,Online store 359,SAMARKAND,UZ,5999,0800 - Contactless - Magstripe,1308172001: Cash Withdrawal Transaction(Domestic),90745.01,90745.01,PURCHASE,1
T00018207,C000024,2023-09-25 00:09:54,2023-09-25 00:09:59,M87446,Jewelry 80,SAMARKAND,UZ,5944,0730 - Contactless - VSDC chip,1308192001: Balance Inquiry Transaction(Domestic),46544.72,75828.71,PURCHASE,1
T00018209,C000427,2023-09-25 00:53:48,2023-09-25 00:55:41,M33290,Pharmacy 508,SHYMKENT,KZ,4816,0720 - Contactless - VSDC magstripe,1308262001: Bill Payment Transaction(International),32.14,32.14,REFUND,1
T00018243,C000334,2023-09-25 13:11:35,2023-09-25 13:13:00,M39652,Unknown Merchant,BUKHARA,UZ,5065,MAGNETIC,1308132001: Credit Purchase Transaction(Domestic),170018.63,3401.54,PURCHASE,1
T00018330,C000215,2023-09-26 15:52:40,2023-09-26 15:53:45,M80162,Cafe and restaraunts 439,WARSAW,PL,5812,ECOMMERCE,1308172001: Cash Withdrawal Transaction(Domestic),100.0,99.81,PURCHASE,1
T00018356,C000362,2023-09-27 01:03:23,2023-09-27 01:03:28,M74072,Cafe and restaraunts 649,PAVLODAR,KZ,5812,0006 - Cash,1308152001: Prepaid Purchase Transaction(Domestic),88742.98,1590.82,PURCHASE,1
T00018362,C000494,2023-09-27 03:00:10,2023-09-27 03:00:15,M82186,Hotel 268,ASTANA,KZ,7011,0001 - E-commerce,1308262001: Bill Payment Transaction(International),84974.64,7924.84,PURCHASE,1
T00018444,C000305,2023-09-28 11:17:04,2023-09-28 11:18:12,M39591,Unknown Merchant,ABU DHABI,AE,5944,MAGNETIC,1308182001: Cash Withdrawal Transaction(International),218912.99,14186.93,WITHDRAWAL,1
T00018485,C000159,2023-09-29 00:20:19,2023-09-29 00:20:29,M74134,Digital Service 966,CANCUN,MX,4816,ECOMMERCE,1308152001: Prepaid Purchase Transaction(Domestic),9783.96,9624.14,PURCHASE,1
T00018499,C000171,2023-09-29 04:34:22,2023-09-29 04:35:58,M72617,Hotel 821,PAVLODAR,KZ,4816,0001 - E-commerce,1308262001: Bill Payment Transaction(International),23.21,23.21,PURCHASE,1
T00018617,C000338,2023-09-30 18:31:47,2023-09-30 18:33:28,M78746,Online store 184,SAN FRANCISCO,US,5999,ECOMMERCE,1308122001: Debit Purchase Transaction(International),100.0,99.43,PURCHASE,1
T00018666,C000165,2023-10-01 10:23:08,2023-10-01 10:24:20,M61263,Jewelry 516,ALMATY,KZ,4816,0120 - Keyin,1308282001: Other Transaction(International),1.75,1.75,REFUND,1
T00018695,C000476,2023-10-01 21:20:51,2023-10-01 21:21:02,M77634,Pharmacy 429,ATYRAU,KZ,5912,0000 - Unknown,1308242001: Transfer Transaction(International),160434.94,160434.94,TRANSFER,1
T00018708,C000001,2023-10-02 02:28:34,2023-10-02 02:29:00,M53856,Hotel 572,SAO PAULO,BR,7011,0001 - E-commerce,1308122001: Debit Purchase Transaction(International),153398.19,153398.19,PURCHASE,1
T00018714,C000055,2023-10-02 04:53:39,2023-10-02 04:54:45,M22563,Cafe and restaraunts 696,ASTANA,KZ,4816,0002 - Mail/Phone order,1308222001: Refund Transaction(International),43.88,43.88,PURCHASE,1
T00018720,C000217,2023-10-02 08:30:25,2023-10-02 08:31:23,M33585,Supermarket 160,ATYRAU,KZ,5411,0510 - Contactless - Magstripe,1308212001: Refund Transaction(Domestic),308391.22,308391.22,WITHDRAWAL,1
T00018731,C000041,2023-10-02 12:03:14,2023-10-02 12:04:37,M96734,Supermarket 778,TOKYO,JP,4816,0120 - Keyin,1308202001: Balance Inquiry Transaction(International),50.13,50.13,PURCHASE,1
T00018956,C000399,2023-10-05 13:24:52,2023-10-05 13:25:11,M92947,Jewelry 829,LONDON,GB,5944,0510 - Contactless - Magstripe,1308132001: Credit Purchase Transaction(Domestic),306710.61,306710.61,PURCHASE,1
T00018958,C000310,2023-10-05 13:55:54,2023-10-05 13:57:06,M68405,Transport 120,SEMEY,KZ,4111,0003 - Recurring,1308152001: Prepaid Purchase Transaction(Domestic),477516.55,477516.55,PURCHASE,1
T00019184,C000191,2023-10-08 18:21:48,2023-10-08 18:22:57,M31328,Online store 666,ASTANA,KZ,5999,0005 - Preauthorized,1308232001: Transfer Transaction(Domestic),414893.31,414893.31,PURCHASE,1
T00019196,C000461,2023-10-09 02:00:57,2023-10-09 02:01:02,M88965,Jewelry 286,SINGAPORE,SGP,5944,0120 - Keyin,1308182001: Cash Withdrawal Transaction(International),79037.49,44991.35,PURCHASE,1
T00019211,C000341,2023-10-09 04:34:01,2023-10-09 04:34:06,M75631,Hotel 487,PAVLODAR,KZ,7011,0000 - Unknown,1308142001: Credit Purchase Transaction(International),13865.99,2601.44,PURCHASE,1
T00019301,C000114,2023-10-10 17:08:22,2023-10-10 17:09:15,M94303,Unknown Merchant,DUBAI,AE,5065,MAGNETIC,1308152001: Prepaid Purchase Transaction(Domestic),279764.32,6975.09,PURCHASE,1
